19:14:00.685: Position 1: FM90
19:20:02.317: Awarded: 6 pts
19:20:02.404: Message received: teamAwesome,p@55w04d,1,HH88
19:20:02.407: Awarded: 0 pts
19:20:02.411: Message received: teamAwesome,p@55w04d,2,MW25
19:20:02.415: Awarded: 6 pts
19:20:02.422: Message received: teamAwesome,p@55w04d,3,HH88
19:20:02.431: Awarded: 0 pts
19:20:02.437: Message received: teamAwesome,p@55w04d,4,AH77
19:20:02.444: Awarded: 0 pts
19:20:02.451: Message received: teamAwesome,p@55w04d,5,HA91
19:20:02.454: Awarded: 6 pts
19:20:02.457: Message received: teamAwesome,p@55w04d,6,PV49
19:20:02.461: Awarded: 6 pts
19:20:02.564: Message received: teamAwesome,p@55w04d,1,HH88
19:20:02.567: Awarded: 0 pts
19:20:02.571: Message received: teamAwesome,p@55w04d,2,MW25
19:20:02.581: Awarded: 6 pts
19:20:02.588: Message received: teamAwesome,p@55w04d,3,HH88
19:20:02.599: Awarded: 0 pts
19:20:02.605: Message received: teamAwesome,p@55w04d,4,AH77
19:20:02.610: Awarded: 0 pts
19:20:02.617: Message received: teamAwesome,p@55w04d,5,HA91
19:20:02.622: Awarded: 6 pts
19:20:02.625: Message received: teamAwesome,p@55w04d,6,PV49
19:20:02.640: Awarded: 6 pts
19:20:02.702: Message received: teamAwesome,p@55w04d,1,HH88
19:20:02.706: Awarded: 0 pts
19:20:02.709: Message received: teamAwesome,p@55w04d,2,MW25
19:20:02.717: Awarded: 6 pts
19:20:02.724: Message received: teamAwesome,p@55w04d,3,HH88
19:20:02.733: Awarded: 0 pts
19:20:02.743: Message received: teamAwesome,p@55w04d,4,AH77
19:20:02.749: Awarded: 0 pts
19:20:02.757: Message received: teamAwesome,p@55w04d,5,HA91
19:20:02.765: Awarded: 6 pts
19:20:02.773: Message received: teamAwesome,p@55w04d,6,PV49
19:20:02.779: Awarded: 6 pts
19:20:02.823: Message received: teamAwesome,p@55w04d,1,HH88
19:20:02.826: Awarded: 0 pts
19:20:02.828: Message received: teamAwesome,p@55w04d,2,MW25
19:20:02.834: Awarded: 6 pts
19:20:02.840: Message received: teamAwesome,p@55w04d,3,HH88
19:20:02.850: Awarded: 0 pts
19:20:02.864: Message received: teamAwesome,p@55w04d,4,AH77
19:20:02.867: Awarded: 0 pts
19:20:02.873: Message received: teamAwesome,p@55w04d,5,HA91
19:20:02.879: Awarded: 6 pts
19:20:02.882: Message received: teamAwesome,p@55w04d,6,PV49
19:20:02.889: Awarded: 6 pts
19:20:02.967: Message received: teamAwesome,p@55w04d,1,HH88
19:20:02.970: Awarded: 0 pts
19:20:02.976: Message received: teamAwesome,p@55w04d,2,MW25
19:20:02.979: Awarded: 6 pts
19:20:02.984: Message received: teamAwesome,p@55w04d,3,HH88
19:20:02.988: Awarded: 0 pts
19:20:02.996: Message received: teamAwesome,p@55w04d,4,AH77
19:20:03.000: Awarded: 0 pts
19:20:03.006: Message received: teamAwesome,p@55w04d,5,HA91
19:20:03.010: Awarded: 6 pts
19:20:03.023: Message received: teamAwesome,p@55w04d,6,PV49
19:20:03.029: Awarded: 6 pts
19:20:03.049: Message received: teamAwesome,p@55w04d,1,HH88
19:20:03.054: Awarded: 0 pts
19:20:03.059: Message received: teamAwesome,p@55w04d,2,MW25
19:20:03.062: Awarded: 6 pts
19:20:03.071: Message received: teamAwesome,p@55w04d,3,HH88
19:20:03.075: Awarded: 0 pts
19:20:03.079: Message received: teamAwesome,p@55w04d,4,AH77
19:20:03.085: Awarded: 0 pts
19:20:03.090: Message received: teamAwesome,p@55w04d,5,HA91
19:20:03.094: Awarded: 6 pts
19:20:03.102: Message received: teamAwesome,p@55w04d,6,PV49
19:20:03.108: Awarded: 6 pts
19:20:03.260: Message received: teamAwesome,p@55w04d,1,HH88
19:20:03.262: Awarded: 0 pts
19:20:03.265: Message received: teamAwesome,p@55w04d,2,MW25
19:20:03.269: Awarded: 6 pts
19:20:03.277: Message received: teamAwesome,p@55w04d,3,HH88
19:20:03.283: Awarded: 0 pts
19:20:03.288: Message received: teamAwesome,p@55w04d,4,AH77
19:20:03.294: Awarded: 0 pts
19:20:03.300: Message received: teamAwesome,p@55w04d,5,HA91
19:20:03.305: Awarded: 6 pts
19:20:03.313: Message received: teamAwesome,p@55w04d,6,PV49
19:20:03.319: Awarded: 6 pts
19:20:03.340: Message received: teamAwesome,p@55w04d,1,HH88
19:20:03.343: Awarded: 0 pts
19:20:03.345: Message received: teamAwesome,p@55w04d,2,MW25
19:20:03.347: Awarded: 6 pts
19:20:03.351: Message received: teamAwesome,p@55w04d,3,HH88
19:20:03.355: Awarded: 0 pts
19:20:03.360: Message received: teamAwesome,p@55w04d,4,AH77
19:20:03.365: Awarded: 0 pts
19:20:03.371: Message received: teamAwesome,p@55w04d,5,HA91
19:20:03.375: Awarded: 6 pts
19:20:03.378: Message received: teamAwesome,p@55w04d,6,PV49
19:20:03.383: Awarded: 6 pts
19:20:03.506: Message received: teamAwesome,p@55w04d,1,HH88
19:20:03.513: Awarded: 0 pts
19:20:03.528: Message received: teamAwesome,p@55w04d,2,MW25
19:20:03.540: Awarded: 6 pts
19:20:03.543: Message received: teamAwesome,p@55w04d,3,HH88
19:20:03.547: Awarded: 0 pts
19:20:03.556: Message received: teamAwesome,p@55w04d,4,AH77
19:20:03.561: Awarded: 0 pts
19:20:03.567: Message received: teamAwesome,p@55w04d,5,HA91
19:20:03.571: Awarded: 6 pts
19:20:03.575: Message received: teamAwesome,p@55w04d,6,PV49
19:20:03.578: Awarded: 6 pts
19:20:03.612: Message received: teamAwesome,p@55w04d,1,HH88
19:20:03.615: Awarded: 0 pts
19:20:03.617: Message received: teamAwesome,p@55w04d,2,MW25
19:20:03.619: Awarded: 6 pts
19:20:03.624: Message received: teamAwesome,p@55w04d,3,HH88
19:20:03.631: Awarded: 0 pts
19:20:03.638: Message received: teamAwesome,p@55w04d,4,AH77
19:20:03.645: Awarded: 0 pts
19:20:03.647: Message received: teamAwesome,p@55w04d,5,HA91
19:20:03.650: Awarded: 6 pts
19:20:03.653: Message received: teamAwesome,p@55w04d,6,PV49
19:20:03.656: Awarded: 6 pts
19:20:03.742: Message received: teamAwesome,p@55w04d,1,HH88
19:20:03.747: Awarded: 0 pts
19:20:03.753: Message received: teamAwesome,p@55w04d,2,MW25
19:20:03.758: Awarded: 6 pts
19:20:03.761: Message received: teamAwesome,p@55w04d,3,HH88
19:20:03.765: Awarded: 0 pts
19:20:03.768: Message received: teamAwesome,p@55w04d,4,AH77
19:20:03.771: Awarded: 0 pts
19:20:03.776: Message received: teamAwesome,p@55w04d,5,HA91
19:20:03.779: Awarded: 6 pts
19:20:03.782: Message received: teamAwesome,p@55w04d,6,PV49
19:20:03.784: Awarded: 6 pts
19:20:03.893: Message received: teamAwesome,p@55w04d,1,HH88
19:20:03.897: Awarded: 0 pts
19:20:03.900: Message received: teamAwesome,p@55w04d,2,MW25
19:20:03.904: Awarded: 6 pts
19:20:03.908: Message received: teamAwesome,p@55w04d,3,HH88
19:20:03.913: Awarded: 0 pts
19:20:03.918: Message received: teamAwesome,p@55w04d,4,AH77
19:20:03.921: Awarded: 0 pts
19:20:03.927: Message received: teamAwesome,p@55w04d,5,HA91
19:20:03.931: Awarded: 6 pts
19:20:03.935: Message received: teamAwesome,p@55w04d,6,PV49
19:20:03.938: Awarded: 6 pts
19:20:04.008: Message received: teamAwesome,p@55w04d,1,HH88
19:20:04.010: Awarded: 0 pts
19:20:04.015: Message received: teamAwesome,p@55w04d,2,MW25
19:20:04.018: Awarded: 6 pts
19:20:04.025: Message received: teamAwesome,p@55w04d,3,HH88
19:20:04.034: Awarded: 0 pts
19:20:04.037: Message received: teamAwesome,p@55w04d,4,AH77
19:20:04.040: Awarded: 0 pts
19:20:04.047: Message received: teamAwesome,p@55w04d,5,HA91
19:20:04.052: Awarded: 6 pts
19:20:04.056: Message received: teamAwesome,p@55w04d,6,PV49
19:20:04.059: Awarded: 6 pts
19:20:04.103: Message received: teamAwesome,p@55w04d,1,HH88
19:20:04.108: Awarded: 0 pts
19:20:04.114: Message received: teamAwesome,p@55w04d,2,MW25
19:20:04.122: Awarded: 6 pts
19:20:04.124: Message received: teamAwesome,p@55w04d,3,HH88
19:20:04.132: Awarded: 0 pts
19:20:04.135: Message received: teamAwesome,p@55w04d,4,AH77
19:20:04.138: Awarded: 0 pts
19:20:04.142: Message received: teamAwesome,p@55w04d,5,HA91
19:20:04.146: Awarded: 6 pts
19:20:04.152: Message received: teamAwesome,p@55w04d,6,PV49
19:20:04.156: Awarded: 6 pts
19:20:04.312: Message received: teamAwesome,p@55w04d,1,HH88
19:20:04.317: Awarded: 0 pts
19:20:04.320: Message received: teamAwesome,p@55w04d,2,MW25
19:20:04.323: Awarded: 6 pts
19:20:04.333: Message received: teamAwesome,p@55w04d,3,HH88
19:20:04.338: Awarded: 0 pts
19:20:04.341: Message received: teamAwesome,p@55w04d,4,AH77
19:20:04.344: Awarded: 0 pts
19:20:04.353: Message received: teamAwesome,p@55w04d,5,HA91
19:20:04.357: Awarded: 6 pts
19:20:04.362: Message received: teamAwesome,p@55w04d,6,PV49
19:20:04.368: Awarded: 6 pts
19:20:04.396: Message received: teamAwesome,p@55w04d,1,HH88
19:20:04.400: Awarded: 0 pts
19:20:04.403: Message received: teamAwesome,p@55w04d,2,MW25
19:20:04.407: Awarded: 6 pts
19:20:04.412: Message received: teamAwesome,p@55w04d,3,HH88
19:20:04.418: Awarded: 0 pts
19:20:04.423: Message received: teamAwesome,p@55w04d,4,AH77
19:20:04.428: Awarded: 0 pts
19:20:04.431: Message received: teamAwesome,p@55w04d,5,HA91
19:20:04.434: Awarded: 6 pts
19:20:04.437: Message received: teamAwesome,p@55w04d,6,PV49
19:20:04.439: Awarded: 6 pts
19:20:04.515: Message received: teamAwesome,p@55w04d,1,HH88
19:20:04.518: Awarded: 0 pts
19:20:04.523: Message received: teamAwesome,p@55w04d,2,MW25
19:20:04.526: Awarded: 6 pts
19:20:04.538: Message received: teamAwesome,p@55w04d,3,HH88
19:20:04.546: Awarded: 0 pts
19:20:04.554: Message received: teamAwesome,p@55w04d,4,AH77
19:20:04.560: Awarded: 0 pts
19:20:04.566: Message received: teamAwesome,p@55w04d,5,HA91
19:20:04.573: Awarded: 6 pts
19:20:04.580: Message received: teamAwesome,p@55w04d,6,PV49
19:20:04.584: Awarded: 6 pts
19:20:04.622: Message received: teamAwesome,p@55w04d,1,HH88
19:20:04.628: Awarded: 0 pts
19:20:04.636: Message received: teamAwesome,p@55w04d,2,MW25
19:20:04.646: Awarded: 6 pts
19:20:04.655: Message received: teamAwesome,p@55w04d,3,HH88
19:20:04.664: Awarded: 0 pts
19:20:04.670: Message received: teamAwesome,p@55w04d,4,AH77
19:20:04.674: Awarded: 0 pts
19:20:04.678: Message received: teamAwesome,p@55w04d,5,HA91
19:20:04.685: Awarded: 6 pts
19:20:04.690: Message received: teamAwesome,p@55w04d,6,PV49
19:20:04.694: Awarded: 6 pts
19:20:04.767: Message received: teamAwesome,p@55w04d,1,HH88
19:20:04.770: Awarded: 0 pts
19:20:04.773: Message received: teamAwesome,p@55w04d,2,MW25
19:20:04.777: Awarded: 6 pts
19:20:04.781: Message received: teamAwesome,p@55w04d,3,HH88
19:20:04.787: Awarded: 0 pts
19:20:04.792: Message received: teamAwesome,p@55w04d,4,AH77
19:20:04.810: Awarded: 0 pts
19:20:04.821: Message received: teamAwesome,p@55w04d,5,HA91
19:20:04.830: Awarded: 6 pts
19:20:04.838: Message received: teamAwesome,p@55w04d,6,PV49
19:20:04.848: Awarded: 6 pts
19:20:04.878: Message received: teamAwesome,p@55w04d,1,HH88
19:20:04.881: Awarded: 0 pts
19:20:04.885: Message received: teamAwesome,p@55w04d,2,MW25
19:20:04.890: Awarded: 6 pts
19:20:04.892: Message received: teamAwesome,p@55w04d,3,HH88
19:20:04.895: Awarded: 0 pts
19:20:04.899: Message received: teamAwesome,p@55w04d,4,AH77
19:20:04.904: Awarded: 0 pts
19:20:04.910: Message received: teamAwesome,p@55w04d,5,HA91
19:20:04.915: Awarded: 6 pts
19:20:04.917: Message received: teamAwesome,p@55w04d,6,PV49
19:20:04.920: Awarded: 6 pts
19:20:05.058: Message received: teamAwesome,p@55w04d,1,HH88
19:20:05.064: Awarded: 0 pts
19:20:05.068: Message received: teamAwesome,p@55w04d,2,MW25
19:20:05.075: Awarded: 6 pts
19:20:05.084: Message received: teamAwesome,p@55w04d,3,HH88
19:20:05.090: Awarded: 0 pts
19:20:05.099: Message received: teamAwesome,p@55w04d,4,AH77
19:20:05.108: Awarded: 0 pts
19:20:05.117: Message received: teamAwesome,p@55w04d,5,HA91
19:20:05.124: Awarded: 6 pts
19:20:05.132: Message received: teamAwesome,p@55w04d,6,PV49
19:20:05.142: Awarded: 6 pts
19:20:05.230: Message received: teamAwesome,p@55w04d,1,HH88
19:20:05.237: Awarded: 0 pts
19:20:05.244: Message received: teamAwesome,p@55w04d,2,MW25
19:20:05.253: Awarded: 6 pts
19:20:05.259: Message received: teamAwesome,p@55w04d,3,HH88
19:20:05.266: Awarded: 0 pts
19:20:05.273: Message received: teamAwesome,p@55w04d,4,AH77
19:20:05.281: Awarded: 0 pts
19:20:05.283: Message received: teamAwesome,p@55w04d,5,HA91
19:20:05.286: Awarded: 6 pts
19:20:05.290: Message received: teamAwesome,p@55w04d,6,PV49
19:20:05.296: Awarded: 6 pts
