19:38:38.277: Position 1: JG88
19:41:18.699: Message received: teamAwesome,p@55w04d,3,NA17
19:41:18.704: Awarded: 6 pts
19:41:18.708: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:18.712: Awarded: 0 pts
19:41:18.717: Message received: teamAwesome,p@55w04d,5,AL28
19:41:18.721: Awarded: 6 pts
19:41:18.724: Message received: teamAwesome,p@55w04d,6,HH88
19:41:18.730: Awarded: 0 pts
19:41:18.765: Message received: teamAwesome,p@55w04d,1,OL77
19:41:18.768: Awarded: 0 pts
19:41:18.770: Message received: teamAwesome,p@55w04d,2,HH77
19:41:18.773: Awarded: 0 pts
19:41:18.775: Message received: teamAwesome,p@55w04d,3,NA17
19:41:18.777: Awarded: 6 pts
19:41:18.779: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:18.781: Awarded: 0 pts
19:41:18.785: Message received: teamAwesome,p@55w04d,5,AL28
19:41:18.787: Awarded: 6 pts
19:41:18.790: Message received: teamAwesome,p@55w04d,6,HH88
19:41:18.793: Awarded: 0 pts
19:41:18.835: Message received: teamAwesome,p@55w04d,1,OL77
19:41:18.839: Awarded: 0 pts
19:41:18.844: Message received: teamAwesome,p@55w04d,2,HH77
19:41:18.849: Awarded: 0 pts
19:41:18.852: Message received: teamAwesome,p@55w04d,3,NA17
19:41:18.855: Awarded: 6 pts
19:41:18.858: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:18.863: Awarded: 0 pts
19:41:18.868: Message received: teamAwesome,p@55w04d,5,AL28
19:41:18.873: Awarded: 6 pts
19:41:18.876: Message received: teamAwesome,p@55w04d,6,HH88
19:41:18.878: Awarded: 0 pts
19:41:19.029: Message received: teamAwesome,p@55w04d,1,OL77
19:41:19.031: Awarded: 0 pts
19:41:19.036: Message received: teamAwesome,p@55w04d,2,HH77
19:41:19.043: Awarded: 0 pts
19:41:19.048: Message received: teamAwesome,p@55w04d,3,NA17
19:41:19.057: Awarded: 6 pts
19:41:19.066: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:19.071: Awarded: 0 pts
19:41:19.077: Message received: teamAwesome,p@55w04d,5,AL28
19:41:19.084: Awarded: 6 pts
19:41:19.093: Message received: teamAwesome,p@55w04d,6,HH88
19:41:19.099: Awarded: 0 pts
19:41:19.160: Message received: teamAwesome,p@55w04d,1,OL77
19:41:19.163: Awarded: 0 pts
19:41:19.166: Message received: teamAwesome,p@55w04d,2,HH77
19:41:19.169: Awarded: 0 pts
19:41:19.172: Message received: teamAwesome,p@55w04d,3,NA17
19:41:19.177: Awarded: 6 pts
19:41:19.186: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:19.191: Awarded: 0 pts
19:41:19.194: Message received: teamAwesome,p@55w04d,5,AL28
19:41:19.199: Awarded: 6 pts
19:41:19.205: Message received: teamAwesome,p@55w04d,6,HH88
19:41:19.210: Awarded: 0 pts
19:41:19.225: Message received: teamAwesome,p@55w04d,1,OL77
19:41:19.229: Awarded: 0 pts
19:41:19.237: Message received: teamAwesome,p@55w04d,2,HH77
19:41:19.240: Awarded: 0 pts
19:41:19.246: Message received: teamAwesome,p@55w04d,3,NA17
19:41:19.251: Awarded: 6 pts
19:41:19.254: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:19.259: Awarded: 0 pts
19:41:19.263: Message received: teamAwesome,p@55w04d,5,AL28
19:41:19.269: Awarded: 6 pts
19:41:19.275: Message received: teamAwesome,p@55w04d,6,HH88
19:41:19.282: Awarded: 0 pts
19:41:19.365: Message received: teamAwesome,p@55w04d,1,OL77
19:41:19.367: Awarded: 0 pts
19:41:19.371: Message received: teamAwesome,p@55w04d,2,HH77
19:41:19.374: Awarded: 0 pts
19:41:19.376: Message received: teamAwesome,p@55w04d,3,NA17
19:41:19.385: Awarded: 6 pts
19:41:19.389: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:19.394: Awarded: 0 pts
19:41:19.402: Message received: teamAwesome,p@55w04d,5,AL28
19:41:19.408: Awarded: 6 pts
19:41:19.414: Message received: teamAwesome,p@55w04d,6,HH88
19:41:19.420: Awarded: 0 pts
19:41:19.491: Message received: teamAwesome,p@55w04d,1,OL77
19:41:19.495: Awarded: 0 pts
19:41:19.497: Message received: teamAwesome,p@55w04d,2,HH77
19:41:19.505: Awarded: 0 pts
19:41:19.509: Message received: teamAwesome,p@55w04d,3,NA17
19:41:19.513: Awarded: 6 pts
19:41:19.517: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:19.521: Awarded: 0 pts
19:41:19.525: Message received: teamAwesome,p@55w04d,5,AL28
19:41:19.529: Awarded: 6 pts
19:41:19.532: Message received: teamAwesome,p@55w04d,6,HH88
19:41:19.537: Awarded: 0 pts
19:41:19.579: Message received: teamAwesome,p@55w04d,1,OL77
19:41:19.582: Awarded: 0 pts
19:41:19.585: Message received: teamAwesome,p@55w04d,2,HH77
19:41:19.588: Awarded: 0 pts
19:41:19.593: Message received: teamAwesome,p@55w04d,3,NA17
19:41:19.597: Awarded: 6 pts
19:41:19.601: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:19.605: Awarded: 0 pts
19:41:19.610: Message received: teamAwesome,p@55w04d,5,AL28
19:41:19.616: Awarded: 6 pts
19:41:19.621: Message received: teamAwesome,p@55w04d,6,HH88
19:41:19.625: Awarded: 0 pts
19:41:19.754: Message received: teamAwesome,p@55w04d,1,OL77
19:41:19.757: Awarded: 0 pts
19:41:19.762: Message received: teamAwesome,p@55w04d,2,HH77
19:41:19.769: Awarded: 0 pts
19:41:19.771: Message received: teamAwesome,p@55w04d,3,NA17
19:41:19.778: Awarded: 6 pts
19:41:19.782: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:19.785: Awarded: 0 pts
19:41:19.789: Message received: teamAwesome,p@55w04d,5,AL28
19:41:19.792: Awarded: 6 pts
19:41:19.796: Message received: teamAwesome,p@55w04d,6,HH88
19:41:19.799: Awarded: 0 pts
19:41:19.838: Message received: teamAwesome,p@55w04d,1,OL77
19:41:19.840: Awarded: 0 pts
19:41:19.844: Message received: teamAwesome,p@55w04d,2,HH77
19:41:19.849: Awarded: 0 pts
19:41:19.854: Message received: teamAwesome,p@55w04d,3,NA17
19:41:19.863: Awarded: 6 pts
19:41:19.867: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:19.873: Awarded: 0 pts
19:41:19.882: Message received: teamAwesome,p@55w04d,5,AL28
19:41:19.887: Awarded: 6 pts
19:41:19.906: Message received: teamAwesome,p@55w04d,6,HH88
19:41:19.909: Awarded: 0 pts
19:41:19.994: Message received: teamAwesome,p@55w04d,1,OL77
19:41:19.996: Awarded: 0 pts
19:41:19.999: Message received: teamAwesome,p@55w04d,2,HH77
19:41:20.002: Awarded: 0 pts
19:41:20.013: Message received: teamAwesome,p@55w04d,3,NA17
19:41:20.018: Awarded: 6 pts
19:41:20.024: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:20.031: Awarded: 0 pts
19:41:20.038: Message received: teamAwesome,p@55w04d,5,AL28
