19:26:30.276: Position 1: BY94
19:29:21.192: Awarded: 0 pts
19:29:21.286: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:21.290: Awarded: 0 pts
19:29:21.294: Message received: teamAwesome,p@55w04d,2,GC76
19:29:21.301: Awarded: 6 pts
19:29:21.306: Message received: teamAwesome,p@55w04d,3,FI35
19:29:21.310: Awarded: 0 pts
19:29:21.316: Message received: teamAwesome,p@55w04d,4,5441
19:29:21.319: Awarded: 0 pts
19:29:21.327: Message received: teamAwesome,p@55w04d,5,FI35
19:29:21.330: Awarded: 6 pts
19:29:21.335: Message received: teamAwesome,p@55w04d,6,DN82
19:29:21.338: Awarded: 0 pts
19:29:21.357: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:21.361: Awarded: 0 pts
19:29:21.364: Message received: teamAwesome,p@55w04d,2,GC76
19:29:21.368: Awarded: 6 pts
19:29:21.375: Message received: teamAwesome,p@55w04d,3,FI35
19:29:21.378: Awarded: 0 pts
19:29:21.382: Message received: teamAwesome,p@55w04d,4,5441
19:29:21.385: Awarded: 0 pts
19:29:21.388: Message received: teamAwesome,p@55w04d,5,FI35
19:29:21.391: Awarded: 6 pts
19:29:21.395: Message received: teamAwesome,p@55w04d,6,DN82
19:29:21.399: Awarded: 0 pts
19:29:21.532: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:21.536: Awarded: 0 pts
19:29:21.539: Message received: teamAwesome,p@55w04d,2,GC76
19:29:21.542: Awarded: 6 pts
19:29:21.547: Message received: teamAwesome,p@55w04d,3,FI35
19:29:21.551: Awarded: 0 pts
19:29:21.558: Message received: teamAwesome,p@55w04d,4,5441
19:29:21.561: Awarded: 0 pts
19:29:21.566: Message received: teamAwesome,p@55w04d,5,FI35
19:29:21.570: Awarded: 6 pts
19:29:21.575: Message received: teamAwesome,p@55w04d,6,DN82
19:29:21.579: Awarded: 0 pts
19:29:21.725: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:21.729: Awarded: 0 pts
19:29:21.732: Message received: teamAwesome,p@55w04d,2,GC76
19:29:21.742: Awarded: 6 pts
19:29:21.760: Message received: teamAwesome,p@55w04d,3,FI35
19:29:21.769: Awarded: 0 pts
19:29:21.780: Message received: teamAwesome,p@55w04d,4,5441
19:29:21.785: Awarded: 0 pts
19:29:21.792: Message received: teamAwesome,p@55w04d,5,FI35
19:29:21.805: Awarded: 6 pts
19:29:21.810: Message received: teamAwesome,p@55w04d,6,DN82
19:29:21.823: Awarded: 0 pts
19:29:21.838: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:21.842: Awarded: 0 pts
19:29:21.848: Message received: teamAwesome,p@55w04d,2,GC76
19:29:21.853: Awarded: 6 pts
19:29:21.856: Message received: teamAwesome,p@55w04d,3,FI35
19:29:21.865: Awarded: 0 pts
19:29:21.870: Message received: teamAwesome,p@55w04d,4,5441
19:29:21.876: Awarded: 0 pts
19:29:21.879: Message received: teamAwesome,p@55w04d,5,FI35
19:29:21.884: Awarded: 6 pts
19:29:21.892: Message received: teamAwesome,p@55w04d,6,DN82
19:29:21.897: Awarded: 0 pts
19:29:21.930: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:21.950: Awarded: 0 pts
19:29:21.959: Message received: teamAwesome,p@55w04d,2,GC76
19:29:21.964: Awarded: 6 pts
19:29:21.970: Message received: teamAwesome,p@55w04d,3,FI35
19:29:21.974: Awarded: 0 pts
19:29:21.979: Message received: teamAwesome,p@55w04d,4,5441
19:29:21.982: Awarded: 0 pts
19:29:21.985: Message received: teamAwesome,p@55w04d,5,FI35
19:29:21.991: Awarded: 6 pts
19:29:21.994: Message received: teamAwesome,p@55w04d,6,DN82
19:29:21.998: Awarded: 0 pts
19:29:22.002: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:22.006: Awarded: 0 pts
19:29:22.008: Message received: teamAwesome,p@55w04d,2,GC76
19:29:22.012: Awarded: 6 pts
19:29:22.015: Message received: teamAwesome,p@55w04d,3,FI35
19:29:22.018: Awarded: 0 pts
19:29:22.022: Message received: teamAwesome,p@55w04d,4,5441
19:29:22.026: Awarded: 0 pts
19:29:22.030: Message received: teamAwesome,p@55w04d,5,FI35
19:29:22.033: Awarded: 6 pts
19:29:22.037: Message received: teamAwesome,p@55w04d,6,DN82
19:29:22.041: Awarded: 0 pts
19:29:22.126: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:22.129: Awarded: 0 pts
19:29:22.134: Message received: teamAwesome,p@55w04d,2,GC76
19:29:22.137: Awarded: 6 pts
19:29:22.143: Message received: teamAwesome,p@55w04d,3,FI35
19:29:22.148: Awarded: 0 pts
19:29:22.152: Message received: teamAwesome,p@55w04d,4,5441
19:29:22.155: Awarded: 0 pts
19:29:22.159: Message received: teamAwesome,p@55w04d,5,FI35
19:29:22.163: Awarded: 6 pts
19:29:22.167: Message received: teamAwesome,p@55w04d,6,DN82
19:29:22.171: Awarded: 0 pts
19:29:22.231: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:22.234: Awarded: 0 pts
19:29:22.240: Message received: teamAwesome,p@55w04d,2,GC76
19:29:22.246: Awarded: 6 pts
19:29:22.252: Message received: teamAwesome,p@55w04d,3,FI35
19:29:22.257: Awarded: 0 pts
19:29:22.262: Message received: teamAwesome,p@55w04d,4,5441
19:29:22.267: Awarded: 0 pts
19:29:22.272: Message received: teamAwesome,p@55w04d,5,FI35
19:29:22.278: Awarded: 6 pts
19:29:22.280: Message received: teamAwesome,p@55w04d,6,DN82
19:29:22.289: Awarded: 0 pts
19:29:22.367: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:22.370: Awarded: 0 pts
19:29:22.374: Message received: teamAwesome,p@55w04d,2,GC76
19:29:22.378: Awarded: 6 pts
19:29:22.383: Message received: teamAwesome,p@55w04d,3,FI35
19:29:22.389: Awarded: 0 pts
19:29:22.400: Message received: teamAwesome,p@55w04d,4,5441
19:29:22.405: Awarded: 0 pts
19:29:22.411: Message received: teamAwesome,p@55w04d,5,FI35
19:29:22.417: Awarded: 6 pts
19:29:22.422: Message received: teamAwesome,p@55w04d,6,DN82
19:29:22.427: Awarded: 0 pts
19:29:22.527: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:22.530: Awarded: 0 pts
19:29:22.535: Message received: teamAwesome,p@55w04d,2,GC76
19:29:22.539: Awarded: 6 pts
19:29:22.543: Message received: teamAwesome,p@55w04d,3,FI35
19:29:22.549: Awarded: 0 pts
19:29:22.553: Message received: teamAwesome,p@55w04d,4,5441
19:29:22.558: Awarded: 0 pts
19:29:22.564: Message received: teamAwesome,p@55w04d,5,FI35
19:29:22.569: Awarded: 6 pts
19:29:22.573: Message received: teamAwesome,p@55w04d,6,DN82
19:29:22.577: Awarded: 0 pts
19:29:22.675: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:22.678: Awarded: 0 pts
19:29:22.682: Message received: teamAwesome,p@55w04d,2,GC76
19:29:22.688: Awarded: 6 pts
19:29:22.695: Message received: teamAwesome,p@55w04d,3,FI35
19:29:22.700: Awarded: 0 pts
19:29:22.712: Message received: teamAwesome,p@55w04d,4,5441
19:29:22.719: Awarded: 0 pts
19:29:22.739: Message received: teamAwesome,p@55w04d,5,FI35
19:29:22.743: Awarded: 6 pts
19:29:22.747: Message received: teamAwesome,p@55w04d,6,DN82
19:29:22.753: Awarded: 0 pts
19:29:22.760: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:22.764: Awarded: 0 pts
19:29:22.768: Message received: teamAwesome,p@55w04d,2,GC76
19:29:22.774: Awarded: 6 pts
19:29:22.781: Message received: teamAwesome,p@55w04d,3,FI35
19:29:22.784: Awarded: 0 pts
19:29:22.789: Message received: teamAwesome,p@55w04d,4,5441
19:29:22.793: Awarded: 0 pts
19:29:22.803: Message received: teamAwesome,p@55w04d,5,FI35
19:29:22.811: Awarded: 6 pts
19:29:22.817: Message received: teamAwesome,p@55w04d,6,DN82
19:29:22.821: Awarded: 0 pts
19:29:22.881: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:22.885: Awarded: 0 pts
19:29:22.893: Message received: teamAwesome,p@55w04d,2,GC76
19:29:22.899: Awarded: 6 pts
19:29:22.910: Message received: teamAwesome,p@55w04d,3,FI35
19:29:22.918: Awarded: 0 pts
19:29:22.925: Message received: teamAwesome,p@55w04d,4,5441
19:29:22.933: Awarded: 0 pts
19:29:22.941: Message received: teamAwesome,p@55w04d,5,FI35
19:29:22.957: Awarded: 6 pts
19:29:22.966: Message received: teamAwesome,p@55w04d,6,DN82
19:29:22.973: Awarded: 0 pts
19:29:22.998: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:23.001: Awarded: 0 pts
19:29:23.006: Message received: teamAwesome,p@55w04d,2,GC76
19:29:23.012: Awarded: 6 pts
19:29:23.019: Message received: teamAwesome,p@55w04d,3,FI35
19:29:23.025: Awarded: 0 pts
19:29:23.029: Message received: teamAwesome,p@55w04d,4,5441
19:29:23.034: Awarded: 0 pts
19:29:23.039: Message received: teamAwesome,p@55w04d,5,FI35
19:29:23.043: Awarded: 6 pts
19:29:23.047: Message received: teamAwesome,p@55w04d,6,DN82
19:29:23.053: Awarded: 0 pts
19:29:23.146: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:23.150: Awarded: 0 pts
19:29:23.154: Message received: teamAwesome,p@55w04d,2,GC76
19:29:23.158: Awarded: 6 pts
19:29:23.164: Message received: teamAwesome,p@55w04d,3,FI35
19:29:23.167: Awarded: 0 pts
19:29:23.172: Message received: teamAwesome,p@55w04d,4,5441
19:29:23.178: Awarded: 0 pts
19:29:23.182: Message received: teamAwesome,p@55w04d,5,FI35
19:29:23.186: Awarded: 6 pts
19:29:23.195: Message received: teamAwesome,p@55w04d,6,DN82
19:29:23.200: Awarded: 0 pts
19:29:23.335: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:23.339: Awarded: 0 pts
19:29:23.352: Message received: teamAwesome,p@55w04d,2,GC76
19:29:23.372: Awarded: 6 pts
19:29:23.381: Message received: teamAwesome,p@55w04d,3,FI35
19:29:23.388: Awarded: 0 pts
19:29:23.392: Message received: teamAwesome,p@55w04d,4,5441
19:29:23.395: Awarded: 0 pts
19:29:23.401: Message received: teamAwesome,p@55w04d,5,FI35
19:29:23.410: Awarded: 6 pts
19:29:23.418: Message received: teamAwesome,p@55w04d,6,DN82
19:29:23.429: Awarded: 0 pts
19:29:23.437: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:23.442: Awarded: 0 pts
19:29:23.449: Message received: teamAwesome,p@55w04d,2,GC76
19:29:23.456: Awarded: 6 pts
19:29:23.459: Message received: teamAwesome,p@55w04d,3,FI35
19:29:23.471: Awarded: 0 pts
19:29:23.477: Message received: teamAwesome,p@55w04d,4,5441
19:29:23.487: Awarded: 0 pts
19:29:23.493: Message received: teamAwesome,p@55w04d,5,FI35
19:29:23.496: Awarded: 6 pts
19:29:23.508: Message received: teamAwesome,p@55w04d,6,DN82
19:29:23.513: Awarded: 0 pts
19:29:23.523: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:23.528: Awarded: 0 pts
19:29:23.534: Message received: teamAwesome,p@55w04d,2,GC76
19:29:23.537: Awarded: 6 pts
19:29:23.543: Message received: teamAwesome,p@55w04d,3,FI35
19:29:23.549: Awarded: 0 pts
19:29:23.555: Message received: teamAwesome,p@55w04d,4,5441
19:29:23.560: Awarded: 0 pts
19:29:23.563: Message received: teamAwesome,p@55w04d,5,FI35
19:29:23.568: Awarded: 6 pts
19:29:23.572: Message received: teamAwesome,p@55w04d,6,DN82
19:29:23.575: Awarded: 0 pts
19:29:23.675: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:23.678: Awarded: 0 pts
19:29:23.687: Message received: teamAwesome,p@55w04d,2,GC76
19:29:23.694: Awarded: 6 pts
19:29:23.705: Message received: teamAwesome,p@55w04d,3,FI35
19:29:23.711: Awarded: 0 pts
19:29:23.714: Message received: teamAwesome,p@55w04d,4,5441
19:29:23.718: Awarded: 0 pts
19:29:23.721: Message received: teamAwesome,p@55w04d,5,FI35
19:29:23.724: Awarded: 6 pts
19:29:23.728: Message received: teamAwesome,p@55w04d,6,DN82
19:29:23.732: Awarded: 0 pts
19:29:23.837: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:23.840: Awarded: 0 pts
19:29:23.843: Message received: teamAwesome,p@55w04d,2,GC76
19:29:23.848: Awarded: 6 pts
19:29:23.854: Message received: teamAwesome,p@55w04d,3,FI35
19:29:23.869: Awarded: 0 pts
19:29:23.876: Message received: teamAwesome,p@55w04d,4,5441
19:29:23.885: Awarded: 0 pts
19:29:23.889: Message received: teamAwesome,p@55w04d,5,FI35
19:29:23.894: Awarded: 6 pts
19:29:23.898: Message received: teamAwesome,p@55w04d,6,DN82
19:29:23.902: Awarded: 0 pts
19:29:23.967: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:23.971: Awarded: 0 pts
19:29:23.976: Message received: teamAwesome,p@55w04d,2,GC76
19:29:23.987: Awarded: 6 pts
19:29:23.993: Message received: teamAwesome,p@55w04d,3,FI35
19:29:23.999: Awarded: 0 pts
19:29:24.006: Message received: teamAwesome,p@55w04d,4,5441
19:29:24.012: Awarded: 0 pts
19:29:24.018: Message received: teamAwesome,p@55w04d,5,FI35
19:29:24.029: Awarded: 6 pts
19:29:24.032: Message received: teamAwesome,p@55w04d,6,DN82
19:29:24.034: Awarded: 0 pts
19:29:24.082: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:24.085: Awarded: 0 pts
19:29:24.097: Message received: teamAwesome,p@55w04d,2,GC76
19:29:24.101: Awarded: 6 pts
19:29:24.105: Message received: teamAwesome,p@55w04d,3,FI35
19:29:24.113: Awarded: 0 pts
19:29:24.120: Message received: teamAwesome,p@55w04d,4,5441
19:29:24.123: Awarded: 0 pts
19:29:24.129: Message received: teamAwesome,p@55w04d,5,FI35
19:29:24.133: Awarded: 6 pts
19:29:24.136: Message received: teamAwesome,p@55w04d,6,DN82
19:29:24.141: Awarded: 0 pts
19:29:24.209: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:24.213: Awarded: 0 pts
19:29:24.216: Message received: teamAwesome,p@55w04d,2,GC76
19:29:24.221: Awarded: 6 pts
19:29:24.227: Message received: teamAwesome,p@55w04d,3,FI35
19:29:24.233: Awarded: 0 pts
19:29:24.239: Message received: teamAwesome,p@55w04d,4,5441
19:29:24.245: Awarded: 0 pts
19:29:24.254: Message received: teamAwesome,p@55w04d,5,FI35
19:29:24.259: Awarded: 6 pts
19:29:24.263: Message received: teamAwesome,p@55w04d,6,DN82
19:29:24.267: Awarded: 0 pts
19:29:24.326: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:24.329: Awarded: 0 pts
19:29:24.334: Message received: teamAwesome,p@55w04d,2,GC76
19:29:24.342: Awarded: 6 pts
19:29:24.345: Message received: teamAwesome,p@55w04d,3,FI35
19:29:24.350: Awarded: 0 pts
19:29:24.356: Message received: teamAwesome,p@55w04d,4,5441
19:29:24.361: Awarded: 0 pts
19:29:24.366: Message received: teamAwesome,p@55w04d,5,FI35
19:29:24.371: Awarded: 6 pts
19:29:24.375: Message received: teamAwesome,p@55w04d,6,DN82
19:29:24.378: Awarded: 0 pts
19:29:24.472: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:24.477: Awarded: 0 pts
19:29:24.480: Message received: teamAwesome,p@55w04d,2,GC76
19:29:24.489: Awarded: 6 pts
19:29:24.499: Message received: teamAwesome,p@55w04d,3,FI35
19:29:24.508: Awarded: 0 pts
19:29:24.512: Message received: teamAwesome,p@55w04d,4,5441
19:29:24.518: Awarded: 0 pts
19:29:24.521: Message received: teamAwesome,p@55w04d,5,FI35
19:29:24.523: Awarded: 6 pts
19:29:24.526: Message received: teamAwesome,p@55w04d,6,DN82
19:29:24.534: Awarded: 0 pts
19:29:24.599: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:24.602: Awarded: 0 pts
19:29:24.604: Message received: teamAwesome,p@55w04d,2,GC76
19:29:24.612: Awarded: 6 pts
19:29:24.619: Message received: teamAwesome,p@55w04d,3,FI35
19:29:24.625: Awarded: 0 pts
19:29:24.633: Message received: teamAwesome,p@55w04d,4,5441
19:29:24.639: Awarded: 0 pts
19:29:24.644: Message received: teamAwesome,p@55w04d,5,FI35
19:29:24.651: Awarded: 6 pts
19:29:24.658: Message received: teamAwesome,p@55w04d,6,DN82
19:29:24.663: Awarded: 0 pts
19:29:24.737: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:24.741: Awarded: 0 pts
19:29:24.744: Message received: teamAwesome,p@55w04d,2,GC76
19:29:24.748: Awarded: 6 pts
19:29:24.756: Message received: teamAwesome,p@55w04d,3,FI35
19:29:24.763: Awarded: 0 pts
19:29:24.767: Message received: teamAwesome,p@55w04d,4,5441
19:29:24.771: Awarded: 0 pts
19:29:24.776: Message received: teamAwesome,p@55w04d,5,FI35
19:29:24.780: Awarded: 6 pts
19:29:24.786: Message received: teamAwesome,p@55w04d,6,DN82
19:29:24.790: Awarded: 0 pts
19:29:24.839: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:24.842: Awarded: 0 pts
19:29:24.846: Message received: teamAwesome,p@55w04d,2,GC76
19:29:24.855: Awarded: 6 pts
19:29:24.859: Message received: teamAwesome,p@55w04d,3,FI35
19:29:24.867: Awarded: 0 pts
19:29:24.869: Message received: teamAwesome,p@55w04d,4,5441
19:29:24.878: Awarded: 0 pts
19:29:24.883: Message received: teamAwesome,p@55w04d,5,FI35
19:29:24.886: Awarded: 6 pts
19:29:24.892: Message received: teamAwesome,p@55w04d,6,DN82
19:29:24.898: Awarded: 0 pts
19:29:24.988: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:24.991: Awarded: 0 pts
19:29:24.995: Message received: teamAwesome,p@55w04d,2,GC76
19:29:25.002: Awarded: 6 pts
19:29:25.012: Message received: teamAwesome,p@55w04d,3,FI35
19:29:25.020: Awarded: 0 pts
19:29:25.037: Message received: teamAwesome,p@55w04d,4,5441
19:29:25.040: Awarded: 0 pts
19:29:25.049: Message received: teamAwesome,p@55w04d,5,FI35
19:29:25.057: Awarded: 6 pts
19:29:25.061: Message received: teamAwesome,p@55w04d,6,DN82
19:29:25.065: Awarded: 0 pts
19:29:25.108: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:25.111: Awarded: 0 pts
19:29:25.115: Message received: teamAwesome,p@55w04d,2,GC76
19:29:25.120: Awarded: 6 pts
19:29:25.131: Message received: teamAwesome,p@55w04d,3,FI35
19:29:25.137: Awarded: 0 pts
19:29:25.142: Message received: teamAwesome,p@55w04d,4,5441
19:29:25.149: Awarded: 0 pts
19:29:25.155: Message received: teamAwesome,p@55w04d,5,FI35
19:29:25.162: Awarded: 6 pts
19:29:25.168: Message received: teamAwesome,p@55w04d,6,DN82
19:29:25.173: Awarded: 0 pts
19:29:25.271: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:25.275: Awarded: 0 pts
19:29:25.278: Message received: teamAwesome,p@55w04d,2,GC76
19:29:25.283: Awarded: 6 pts
19:29:25.287: Message received: teamAwesome,p@55w04d,3,FI35
19:29:25.291: Awarded: 0 pts
19:29:25.294: Message received: teamAwesome,p@55w04d,4,5441
19:29:25.300: Awarded: 0 pts
19:29:25.309: Message received: teamAwesome,p@55w04d,5,FI35
19:29:25.315: Awarded: 6 pts
19:29:25.319: Message received: teamAwesome,p@55w04d,6,DN82
19:29:25.323: Awarded: 0 pts
19:29:25.419: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:25.423: Awarded: 0 pts
19:29:25.426: Message received: teamAwesome,p@55w04d,2,GC76
19:29:25.431: Awarded: 6 pts
19:29:25.436: Message received: teamAwesome,p@55w04d,3,FI35
19:29:25.442: Awarded: 0 pts
19:29:25.445: Message received: teamAwesome,p@55w04d,4,5441
19:29:25.450: Awarded: 0 pts
19:29:25.456: Message received: teamAwesome,p@55w04d,5,FI35
19:29:25.461: Awarded: 6 pts
19:29:25.467: Message received: teamAwesome,p@55w04d,6,DN82
19:29:25.471: Awarded: 0 pts
19:29:25.554: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:25.557: Awarded: 0 pts
19:29:25.563: Message received: teamAwesome,p@55w04d,2,GC76
19:29:25.569: Awarded: 6 pts
19:29:25.573: Message received: teamAwesome,p@55w04d,3,FI35
19:29:25.579: Awarded: 0 pts
19:29:25.585: Message received: teamAwesome,p@55w04d,4,5441
19:29:25.588: Awarded: 0 pts
19:29:25.592: Message received: teamAwesome,p@55w04d,5,FI35
19:29:25.595: Awarded: 6 pts
19:29:25.600: Message received: teamAwesome,p@55w04d,6,DN82
19:29:25.604: Awarded: 0 pts
19:29:25.727: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:25.730: Awarded: 0 pts
19:29:25.738: Message received: teamAwesome,p@55w04d,2,GC76
19:29:25.748: Awarded: 6 pts
19:29:25.758: Message received: teamAwesome,p@55w04d,3,FI35
19:29:25.765: Awarded: 0 pts
19:29:25.773: Message received: teamAwesome,p@55w04d,4,5441
19:29:25.777: Awarded: 0 pts
19:29:25.784: Message received: teamAwesome,p@55w04d,5,FI35
19:29:25.791: Awarded: 6 pts
19:29:25.799: Message received: teamAwesome,p@55w04d,6,DN82
19:29:25.807: Awarded: 0 pts
19:29:25.836: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:25.840: Awarded: 0 pts
19:29:25.849: Message received: teamAwesome,p@55w04d,2,GC76
19:29:25.854: Awarded: 6 pts
19:29:25.859: Message received: teamAwesome,p@55w04d,3,FI35
19:29:25.867: Awarded: 0 pts
19:29:25.871: Message received: teamAwesome,p@55w04d,4,5441
19:29:25.877: Awarded: 0 pts
19:29:25.882: Message received: teamAwesome,p@55w04d,5,FI35
19:29:25.886: Awarded: 6 pts
19:29:25.891: Message received: teamAwesome,p@55w04d,6,DN82
19:29:25.894: Awarded: 0 pts
19:29:26.015: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:26.019: Awarded: 0 pts
19:29:26.027: Message received: teamAwesome,p@55w04d,2,GC76
19:29:26.039: Awarded: 6 pts
19:29:26.045: Message received: teamAwesome,p@55w04d,3,FI35
19:29:26.057: Awarded: 0 pts
19:29:26.062: Message received: teamAwesome,p@55w04d,4,5441
19:29:26.076: Awarded: 0 pts
19:29:26.082: Message received: teamAwesome,p@55w04d,5,FI35
19:29:26.086: Awarded: 6 pts
19:29:26.091: Message received: teamAwesome,p@55w04d,6,DN82
19:29:26.096: Awarded: 0 pts
19:29:26.142: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:26.149: Awarded: 0 pts
19:29:26.172: Message received: teamAwesome,p@55w04d,2,GC76
19:29:26.178: Awarded: 6 pts
19:29:26.183: Message received: teamAwesome,p@55w04d,3,FI35
19:29:26.188: Awarded: 0 pts
19:29:26.193: Message received: teamAwesome,p@55w04d,4,5441
19:29:26.197: Awarded: 0 pts
19:29:26.201: Message received: teamAwesome,p@55w04d,5,FI35
19:29:26.206: Awarded: 6 pts
19:29:26.211: Message received: teamAwesome,p@55w04d,6,DN82
19:29:26.217: Awarded: 0 pts
19:29:26.269: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:26.280: Awarded: 0 pts
19:29:26.292: Message received: teamAwesome,p@55w04d,2,GC76
19:29:26.305: Awarded: 6 pts
19:29:26.309: Message received: teamAwesome,p@55w04d,3,FI35
19:29:26.317: Awarded: 0 pts
19:29:26.319: Message received: teamAwesome,p@55w04d,4,5441
